x_error,y_error,z_error,rx_error,ry_error,rz_error
2.909839704448496066e-03,-3.519371646979414792e-03,6.030279905925650663e-02,-1.840400476771173258e-02,8.448966571072130671e-02,-2.821620606189187766e-02
2.909839704448497801e-03,-3.519371646979414792e-03,6.950381071697142588e-02,-1.840400476771150706e-02,8.448966571072090426e-02,-2.821620606189264788e-02
2.909839704448496066e-03,-3.519371646979418261e-03,7.575178892742062686e-02,-1.840400476771139604e-02,8.448966571072084875e-02,-2.821620606189248134e-02
2.909839704448496066e-03,-3.519371646979418261e-03,8.007677824626824314e-02,-1.840400476771151053e-02,8.448966571072052956e-02,-2.821620606189304339e-02
2.909839704448496066e-03,-3.519371646979418261e-03,8.255579741130736338e-02,-1.840400476771162155e-02,8.448966571072036302e-02,-2.821620606189309891e-02
2.721024375993342202e-03,-4.196501716264348231e-03,5.142707650235134320e-02,-2.979246171092775428e-03,8.395868737817067939e-02,-3.130749253389326220e-02
2.721024375993337865e-03,-4.196501716264351700e-03,4.943507973721483761e-02,-2.979246171093330973e-03,8.395868737817129002e-02,-3.130749253389231851e-02
2.721024375993337865e-03,-4.196501716264355170e-03,4.480209176114058334e-02,-2.979246171093219084e-03,8.395868737817133165e-02,-3.130749253389214504e-02
2.721024375993333529e-03,-4.196501716264358639e-03,3.863307778408986426e-02,-2.979246171093663173e-03,8.395868737817205329e-02,-3.130749253389120135e-02
2.721024375993332228e-03,-4.196501716264355170e-03,3.063709084561327955e-02,-2.979246171093553018e-03,8.395868737817195615e-02,-3.130749253389120829e-02
2.721024375993334830e-03,-4.196501716264358639e-03,1.962207619717581952e-02,-2.979246171093552151e-03,8.395868737817183125e-02,-3.130749253389142339e-02
3.172325948842084041e-03,-3.697553500325169440e-03,3.451344786125054576e-02,-1.420661564195120109e-02,6.954789412896138223e-02,-2.862759394958452192e-02
3.172325948842079704e-03,-3.697553500325172909e-03,2.177342710929730529e-02,-1.420661564195120109e-02,6.954789412896165979e-02,-2.862759394958407783e-02
3.172325948842082306e-03,-3.697553500325176379e-03,6.109402756269921575e-03,-1.420661564195120109e-02,6.954789412896154877e-02,-2.862759394958429987e-02
3.172325948842076235e-03,-3.697553500325176379e-03,-8.745562453690958193e-03,-1.420661564195120109e-02,6.954789412896171530e-02,-2.862759394958446640e-02
